Directorio|Secuencia_p|Secuencia_encuesta|Orden|Fex_c|llave_hogar|P1992|P1993S1|P1993S1A1|P1994|P1994S1|P1995|P1995S1|P1996S1|P1996S1A1|P1996S2|P1996S2A1|P1996S3|P1996S3A1|P1996S4|P1996S4A1|P1996S5|P1996S5A1|P1996S7|P1996S7A1|P1996S8|P1996S8A1|P1996S10|P1996S10A1|P1997|P1998
3465180|1|1|1|156.49331247|34651801|2||||||||||||||||||||||||4
3465180|1|2|2|156.49331247|34651801|2||||||||||||||||||||||||4
3465181|1|1|1|85.732388872|34651811|2||||||||||||||||||||||||4
3465182|1|1|1|103.62064613|34651821|2||||||||||||||||||||||||2
3465182|1|2|2|103.62064613|34651821|2||||||||||||||||||||||||2
3465183|1|1|1|104.23384148|34651831|2||||||||||||||||||||||||4
3465183|1|2|2|104.23384148|34651831|2||||||||||||||||||||||||3
3465184|1|1|1|124.1786257|34651841|2||||||||||||||||||||||||1
3465184|1|2|2|124.1786257|34651841|2||||||||||||||||||||||||2
3465185|1|1|1|126.4458699|34651851|2||||||||||||||||||||||||4
3465186|1|1|1|97.358264799|34651861|2||||||||||||||||||||||||2
3465186|1|2|2|97.358264799|34651861|2||||||||||||||||||||||||2
3465186|1|3|3|97.358264799|34651861|2||||||||||||||||||||||||2
3465186|1|4|4|97.358264799|34651861|2||||||||||||||||||||||||1
3465187|1|2|2|124.38204089|34651871|2||||||||||||||||||||||||1
3465187|1|1|1|124.38204089|34651871|2||||||||||||||||||||||||1
3465188|1|1|1|113.30771834|34651881|2||||||||||||||||||||||||4
3465188|1|2|2|113.30771834|34651881|2||||||||||||||||||||||||4
3465188|1|3|3|113.30771834|34651881|2||||||||||||||||||||||||1
3465189|1|1|1|106.17450038|34651891|2||||||||||||||||||||||||2
3465189|1|2|2|106.17450038|34651891|2||||||||||||||||||||||||2
3465189|1|3|3|106.17450038|34651891|2||||||||||||||||||||||||2
3465190|1|1|1|95.278514143|34651901|2||||||||||||||||||||||||2
3465190|1|2|2|95.278514143|34651901|2||||||||||||||||||||||||2
3465191|1|1|1|90.752591189|34651911|2||||||||||||||||||||||||1
3465191|1|2|2|90.752591189|34651911|2||||||||||||||||||||||||1
3465191|1|3|3|90.752591189|34651911|2||||||||||||||||||||||||4
3465191|1|4|4|90.752591189|34651911|2||||||||||||||||||||||||1
3465191|1|5|5|90.752591189|34651911|2||||||||||||||||||||||||1
3465192|1|1|1|174.38974739|34651921|2||||||||||||||||||||||||2
3465192|1|2|2|174.38974739|34651921|2||||||||||||||||||||||||2
3465193|1|1|1|123.24428821|34651931|2||||||||||||||||||||||||2
3465193|1|2|2|123.24428821|34651931|2||||||||||||||||||||||||2
3465193|1|3|3|123.24428821|34651931|2||||||||||||||||||||||||2
3465193|1|4|4|123.24428821|34651931|2||||||||||||||||||||||||1
3465194|1|1|1|188.28101656|34651941|2||||||||||||||||||||||||2
3465194|1|2|2|188.28101656|34651941|2||||||||||||||||||||||||4
3465195|1|1|1|85.431408626|34651951|2||||||||||||||||||||||||2
3465195|1|2|2|85.431408626|34651951|2||||||||||||||||||||||||2
3465195|1|3|3|85.431408626|34651951|2||||||||||||||||||||||||4
3465195|1|4|4|85.431408626|34651951|2||||||||||||||||||||||||1
3465195|1|5|5|85.431408626|34651951|2||||||||||||||||||||||||1
3465196|1|1|1|124.66858988|34651961|2||||||||||||||||||||||||2
3465196|1|2|2|124.66858988|34651961|2||||||||||||||||||||||||2
3465197|1|1|1|207.2810787|34651971|2||||||||||||||||||||||||2
3465198|1|1|1|201.45295144|34651981|2||||||||||||||||||||||||2
3465198|1|2|2|201.45295144|34651981|2||||||||||||||||||||||||2
3465199|1|1|1|110.18367607|34651991|2||||||||||||||||||||||||2
3465199|1|2|2|110.18367607|34651991|2||||||||||||||||||||||||2
3465200|1|1|1|154.25268315|34652001|2||||||||||||||||||||||||2
3465200|1|2|2|154.25268315|34652001|2||||||||||||||||||||||||2
3465201|1|1|1|259.71668327|34652011|2||||||||||||||||||||||||2
3465201|1|2|2|259.71668327|34652011|2||||||||||||||||||||||||2
3465202|1|1|1|233.31257339|34652021|2||||||||||||||||||||||||4
3465202|1|2|2|233.31257339|34652021|2||||||||||||||||||||||||4
3465202|1|3|3|233.31257339|34652021|2||||||||||||||||||||||||2
3465202|1|4|4|233.31257339|34652021|1|13|13001|3||2024-08-23|2024-08-26|2||2||1|3|2||2||2||2||2||1|
3465203|1|1|1|201.45295144|34652031|2||||||||||||||||||||||||2
3465203|1|2|2|201.45295144|34652031|2||||||||||||||||||||||||2
3465204|1|1|1|154.25268315|34652041|2||||||||||||||||||||||||2
3465204|1|2|2|154.25268315|34652041|2||||||||||||||||||||||||2
3465205|1|1|1|227.97842117|34652051|2||||||||||||||||||||||||3
3465205|1|2|2|227.97842117|34652051|2||||||||||||||||||||||||2
3465205|1|3|3|227.97842117|34652051|2||||||||||||||||||||||||2
3465206|1|1|1|157.38394436|34652061|2||||||||||||||||||||||||2
3465206|1|2|2|157.38394436|34652061|2||||||||||||||||||||||||2
3465207|1|1|1|108.10214493|34652071|2||||||||||||||||||||||||1
3465207|1|2|2|108.10214493|34652071|2||||||||||||||||||||||||4
3465207|1|3|3|108.10214493|34652071|2||||||||||||||||||||||||1
3465207|1|5|5|108.10214493|34652071|2||||||||||||||||||||||||4
3465208|1|1|1|142.1056355|34652081|2||||||||||||||||||||||||2
3465208|1|2|2|142.1056355|34652081|2||||||||||||||||||||||||2
3465208|1|3|3|142.1056355|34652081|2||||||||||||||||||||||||4
3465209|1|1|1|330.49631843|34652091|2||||||||||||||||||||||||2
3465209|1|2|2|330.49631843|34652091|2||||||||||||||||||||||||2
3465209|1|3|3|330.49631843|34652091|2||||||||||||||||||||||||1
3465210|1|1|1|236.86472197|34652101|2||||||||||||||||||||||||1
3465210|1|2|2|236.86472197|34652101|2||||||||||||||||||||||||1
3465211|1|1|1|147.72611202|34652111|2||||||||||||||||||||||||2
3465212|1|1|1|291.48901692|34652121|2||||||||||||||||||||||||2
3465213|1|1|1|210.19575325|34652131|2||||||||||||||||||||||||2
3465213|1|2|2|210.19575325|34652131|2||||||||||||||||||||||||2
3465214|1|1|1|319.15059418|34652141|2||||||||||||||||||||||||4
3465214|1|2|2|319.15059418|34652141|2||||||||||||||||||||||||4
3465215|1|1|1|246.64104761|34652151|2||||||||||||||||||||||||2
3465215|1|2|2|246.64104761|34652151|2||||||||||||||||||||||||2
3465216|1|1|1|228.61610634|34652161|2||||||||||||||||||||||||1
3465216|1|2|2|228.61610634|34652161|2||||||||||||||||||||||||4
3465216|1|3|3|228.61610634|34652161|2||||||||||||||||||||||||4
3465216|1|4|4|228.61610634|34652161|2||||||||||||||||||||||||1
3465217|1|1|1|262.14710988|34652171|2||||||||||||||||||||||||2
3465217|1|2|2|262.14710988|34652171|2||||||||||||||||||||||||2
3465218|1|1|1|321.74638257|34652181|2||||||||||||||||||||||||2
3465218|1|2|2|321.74638257|34652181|2||||||||||||||||||||||||2
3465218|1|3|3|321.74638257|34652181|2||||||||||||||||||||||||2
3465219|1|1|1|150.71264617|34652191|2||||||||||||||||||||||||2
3465219|1|3|3|150.71264617|34652191|2||||||||||||||||||||||||2
3465220|1|1|1|150.71264617|34652201|2||||||||||||||||||||||||2
3465220|1|2|2|150.71264617|34652201|2||||||||||||||||||||||||2
3465221|1|1|1|183.68056422|34652211|2||||||||||||||||||||||||4
3465221|1|2|2|183.68056422|34652211|2||||||||||||||||||||||||2
3465222|1|1|1|152.17155823|34652221|2||||||||||||||||||||||||1
3465222|1|2|2|152.17155823|34652221|2||||||||||||||||||||||||1
3465223|1|1|1|398.86891992|34652231|2||||||||||||||||||||||||4
3465223|1|2|2|398.86891992|34652231|2||||||||||||||||||||||||4
3465224|1|1|1|562.14489715|34652241|2||||||||||||||||||||||||2
3465225|1|1|1|205.31338272|34652251|2||||||||||||||||||||||||2
3465225|1|2|2|205.31338272|34652251|2||||||||||||||||||||||||2
3465225|1|3|3|205.31338272|34652251|2||||||||||||||||||||||||2
3465226|1|1|1|184.20434532|34652261|2||||||||||||||||||||||||2
3465226|1|2|2|184.20434532|34652261|2||||||||||||||||||||||||2
3465227|1|1|1|184.20434532|34652271|2||||||||||||||||||||||||2
3465228|1|1|1|184.20434532|34652281|2||||||||||||||||||||||||2
3465228|1|2|2|184.20434532|34652281|2||||||||||||||||||||||||2
3465229|1|1|1|270.8391301|34652291|2||||||||||||||||||||||||1
3465229|1|2|2|270.8391301|34652291|2||||||||||||||||||||||||2
3465230|1|1|1|256.54681752|34652301|2||||||||||||||||||||||||2
3465231|1|1|1|184.20434532|34652311|2||||||||||||||||||||||||2
3465232|1|1|1|492.49012849|34652321|2||||||||||||||||||||||||2
3465232|1|2|2|492.49012849|34652321|2||||||||||||||||||||||||2
3465233|1|1|1|423.83409637|34652331|2||||||||||||||||||||||||2
3465233|1|2|2|423.83409637|34652331|2||||||||||||||||||||||||2
3465236|1|1|1|141.69565024|34652361|2||||||||||||||||||||||||2
3465236|1|3|3|141.69565024|34652361|2||||||||||||||||||||||||2
3465237|1|1|1|141.69565024|34652371|2||||||||||||||||||||||||2
3465237|1|3|3|141.69565024|34652371|2||||||||||||||||||||||||2
3465238|1|1|1|161.54827181|34652381|2||||||||||||||||||||||||2
3465238|1|2|2|161.54827181|34652381|2||||||||||||||||||||||||2
3465239|1|1|1|360.41943981|34652391|2||||||||||||||||||||||||2
3465239|1|2|2|360.41943981|34652391|2||||||||||||||||||||||||2
3465240|1|1|1|141.69565024|34652401|2||||||||||||||||||||||||2
3465240|1|2|2|141.69565024|34652401|2||||||||||||||||||||||||2
3465240|1|3|3|141.69565024|34652401|2||||||||||||||||||||||||2
3465241|1|1|1|193.7288053|34652411|2||||||||||||||||||||||||2
3465241|1|2|2|193.7288053|34652411|2||||||||||||||||||||||||2
3465242|1|1|1|282.95802036|34652421|2||||||||||||||||||||||||4
3465242|1|2|2|282.95802036|34652421|1|20|20060|4||2024-08-02|2024-08-05|2||1|3|2||2||2||2||2||2||4|
3465242|1|3|3|282.95802036|34652421|1|20|20060|4||2024-08-02|2024-08-05|2||1|3|2||2||2||2||2||2||4|
3465243|1|1|1|368.17531044|34652431|2||||||||||||||||||||||||4
3465243|1|2|2|368.17531044|34652431|2||||||||||||||||||||||||2
3465243|1|3|3|368.17531044|34652431|2||||||||||||||||||||||||2
3465243|1|4|4|368.17531044|34652431|2||||||||||||||||||||||||2
3465244|1|1|1|127.17091286|34652441|2||||||||||||||||||||||||4
3465244|1|2|2|127.17091286|34652441|2||||||||||||||||||||||||2
3465245|1|1|1|305.05946378|34652451|2||||||||||||||||||||||||4
3465245|1|2|2|305.05946378|34652451|2||||||||||||||||||||||||4
3465246|1|1|1|301.8462189|34652461|2||||||||||||||||||||||||1
3465246|1|2|2|301.8462189|34652461|2||||||||||||||||||||||||1
3465246|1|3|3|301.8462189|34652461|2||||||||||||||||||||||||1
3465247|1|1|1|125.95168911|34652471|2||||||||||||||||||||||||2
3465247|1|2|2|125.95168911|34652471|2||||||||||||||||||||||||2
3465248|1|1|1|125.95168911|34652481|2||||||||||||||||||||||||2
3465248|1|2|2|125.95168911|34652481|2||||||||||||||||||||||||2
3465248|1|3|3|125.95168911|34652481|2||||||||||||||||||||||||2
3465248|1|4|4|125.95168911|34652481|2||||||||||||||||||||||||2
3465248|1|5|5|125.95168911|34652481|2||||||||||||||||||||||||2
3465248|1|6|6|125.95168911|34652481|2||||||||||||||||||||||||2
3465251|1|1|1|181.76120424|34652511|2||||||||||||||||||||||||4
3465251|1|2|2|181.76120424|34652511|2||||||||||||||||||||||||4
3465251|1|3|3|181.76120424|34652511|2||||||||||||||||||||||||4
3465251|1|4|4|181.76120424|34652511|2||||||||||||||||||||||||4
3465251|1|5|5|181.76120424|34652511|2||||||||||||||||||||||||4
3465251|1|6|6|181.76120424|34652511|2||||||||||||||||||||||||4
3465251|1|7|7|181.76120424|34652511|2||||||||||||||||||||||||4
3465252|1|1|1|263.08364094|34652521|2||||||||||||||||||||||||2
3465252|1|2|2|263.08364094|34652521|2||||||||||||||||||||||||2
3465252|1|3|3|263.08364094|34652521|2||||||||||||||||||||||||2
3465252|1|4|4|263.08364094|34652521|2||||||||||||||||||||||||2
3465252|1|5|5|263.08364094|34652521|2||||||||||||||||||||||||2
3465253|1|1|1|286.58784665|34652531|2||||||||||||||||||||||||2
3465253|1|2|2|286.58784665|34652531|2||||||||||||||||||||||||2
3465253|1|3|3|286.58784665|34652531|2||||||||||||||||||||||||2
3465255|1|1|1|191.28912783|34652551|2||||||||||||||||||||||||2
3465255|1|2|2|191.28912783|34652551|2||||||||||||||||||||||||2
3465255|1|3|3|191.28912783|34652551|2||||||||||||||||||||||||2
3465256|1|1|1|588.99571143|34652561|2||||||||||||||||||||||||1
3465256|1|2|2|588.99571143|34652561|2||||||||||||||||||||||||2
3465256|1|3|3|588.99571143|34652561|2||||||||||||||||||||||||2
3465257|1|1|1|193.14082391|34652571|2||||||||||||||||||||||||1
3465257|1|2|2|193.14082391|34652571|2||||||||||||||||||||||||7
3465258|1|1|1|447.68127557|34652581|2||||||||||||||||||||||||2
3465258|1|2|2|447.68127557|34652581|2||||||||||||||||||||||||2
3465258|1|3|3|447.68127557|34652581|2||||||||||||||||||||||||2
3465258|1|4|4|447.68127557|34652581|2||||||||||||||||||||||||2
3465258|1|5|5|447.68127557|34652581|2||||||||||||||||||||||||2
3465259|1|1|1|559.16625273|34652591|2||||||||||||||||||||||||1
3465259|1|2|2|559.16625273|34652591|2||||||||||||||||||||||||2
3465259|1|3|3|559.16625273|34652591|2||||||||||||||||||||||||2
3465259|1|4|4|559.16625273|34652591|2||||||||||||||||||||||||2
3465260|1|1|1|258.08236686|34652601|2||||||||||||||||||||||||2
3465260|1|2|2|258.08236686|34652601|2||||||||||||||||||||||||2
3465261|1|1|1|281.25601971|34652611|2||||||||||||||||||||||||4
3465261|1|2|2|281.25601971|34652611|2||||||||||||||||||||||||4
3465263|1|1|1|285.13552262|34652631|2||||||||||||||||||||||||2
3465263|1|2|2|285.13552262|34652631|2||||||||||||||||||||||||2
3465264|1|1|1|281.65747321|34652641|2||||||||||||||||||||||||2
3465264|1|2|2|281.65747321|34652641|2||||||||||||||||||||||||2
3465264|1|3|3|281.65747321|34652641|2||||||||||||||||||||||||2
3465265|1|1|1|280.37511152|34652651|2||||||||||||||||||||||||2
3465265|1|2|2|280.37511152|34652651|2||||||||||||||||||||||||2
3465265|1|3|3|280.37511152|34652651|2||||||||||||||||||||||||2
3465265|1|4|4|280.37511152|34652651|2||||||||||||||||||||||||2
3465267|1|1|1|148.04852998|34652671|2||||||||||||||||||||||||2
3465267|1|2|2|148.04852998|34652671|2||||||||||||||||||||||||2
3465268|1|1|1|188.42669178|34652681|2||||||||||||||||||||||||2
3465268|1|2|2|188.42669178|34652681|2||||||||||||||||||||||||2
3465268|1|3|3|188.42669178|34652681|2||||||||||||||||||||||||2
3465268|1|4|4|188.42669178|34652681|2||||||||||||||||||||||||2
3465268|1|5|5|188.42669178|34652681|2||||||||||||||||||||||||2
3465269|1|1|1|285.13552262|34652691|2||||||||||||||||||||||||1
3465269|1|2|2|285.13552262|34652691|2||||||||||||||||||||||||1
3465270|1|1|1|361.54345919|34652701|2||||||||||||||||||||||||2
3465270|1|2|2|361.54345919|34652701|2||||||||||||||||||||||||2
3465270|1|3|3|361.54345919|34652701|2||||||||||||||||||||||||2
3465270|1|4|4|361.54345919|34652701|2||||||||||||||||||||||||2
3465271|1|1|1|189.50682412|34652711|2||||||||||||||||||||||||2
3465271|1|2|2|189.50682412|34652711|2||||||||||||||||||||||||2
3465271|1|3|3|189.50682412|34652711|2||||||||||||||||||||||||2
3465272|1|1|1|210.49015262|34652721|2||||||||||||||||||||||||4
3465272|1|2|2|210.49015262|34652721|2||||||||||||||||||||||||2
3465273|1|1|1|311.32512835|34652731|2||||||||||||||||||||||||2
3465273|1|2|2|311.32512835|34652731|2||||||||||||||||||||||||2
3465274|1|1|1|364.95591446|34652741|2||||||||||||||||||||||||3
3465274|1|2|2|364.95591446|34652741|2||||||||||||||||||||||||2
3465274|1|3|3|364.95591446|34652741|2||||||||||||||||||||||||3
3465275|1|2|2|315.56167617|34652751|2||||||||||||||||||||||||2
3465275|1|3|3|315.56167617|34652751|2||||||||||||||||||||||||2
3465275|1|1|1|315.56167617|34652751|2||||||||||||||||||||||||2
3465276|1|1|1|468.00359336|34652761|2||||||||||||||||||||||||2
3465276|1|2|2|468.00359336|34652761|2||||||||||||||||||||||||2
3465277|1|1|1|431.93189046|34652771|1|63|63001|4||2024-08-09|2024-08-14|2||1|5|2||2||2||2||2||2||1|
3465277|1|3|3|431.93189046|34652771|2||||||||||||||||||||||||2
3465278|1|1|1|446.25271776|34652781|2||||||||||||||||||||||||1
3465278|1|2|2|446.25271776|34652781|2||||||||||||||||||||||||1
3465279|1|1|1|468.00359336|34652791|2||||||||||||||||||||||||1
3465279|1|2|2|468.00359336|34652791|2||||||||||||||||||||||||1
3465280|1|1|1|431.55670622|34652801|1|05|05001|4||2024-08-10|2024-08-13|2||1|3|2||2||2||2||2||2||1|
3465281|1|1|1|151.64563993|34652811|2||||||||||||||||||||||||2
3465281|1|2|2|151.64563993|34652811|2||||||||||||||||||||||||2
3465281|1|3|3|151.64563993|34652811|2||||||||||||||||||||||||2
3465281|1|4|4|151.64563993|34652811|2||||||||||||||||||||||||2
3465281|1|5|5|151.64563993|34652811|2||||||||||||||||||||||||2
3465281|1|6|6|151.64563993|34652811|2||||||||||||||||||||||||2
3465283|1|1|1|139.05625192|34652831|2||||||||||||||||||||||||2
3465283|1|2|2|139.05625192|34652831|2||||||||||||||||||||||||2
3465283|1|3|3|139.05625192|34652831|2||||||||||||||||||||||||2
3465283|1|4|4|139.05625192|34652831|2||||||||||||||||||||||||2
3465284|1|1|1|284.43166992|34652841|2||||||||||||||||||||||||2
3465284|1|2|2|284.43166992|34652841|2||||||||||||||||||||||||2
3465284|1|3|3|284.43166992|34652841|2||||||||||||||||||||||||2
3465286|1|1|1|139.27751628|34652861|2||||||||||||||||||||||||2
3465286|1|3|3|139.27751628|34652861|2||||||||||||||||||||||||2
3465287|1|1|1|160.06054042|34652871|2||||||||||||||||||||||||2
3465287|1|2|2|160.06054042|34652871|2||||||||||||||||||||||||2
3465288|1|1|1|160.06054042|34652881|2||||||||||||||||||||||||2
3465288|1|2|2|160.06054042|34652881|2||||||||||||||||||||||||2
3465289|1|1|1|139.27751628|34652891|2||||||||||||||||||||||||2
3465289|1|2|2|139.27751628|34652891|2||||||||||||||||||||||||2
3465289|1|3|3|139.27751628|34652891|2||||||||||||||||||||||||2
3465289|1|4|4|139.27751628|34652891|2||||||||||||||||||||||||2
3465289|1|5|5|139.27751628|34652891|2||||||||||||||||||||||||2
3465290|1|1|1|254.97056026|34652901|2||||||||||||||||||||||||1
3465290|1|2|2|254.97056026|34652901|2||||||||||||||||||||||||2
3465290|1|3|3|254.97056026|34652901|2||||||||||||||||||||||||2
3465291|1|10|10|139.27751628|34652911|2||||||||||||||||||||||||2
3465291|1|1|1|139.27751628|34652911|2||||||||||||||||||||||||2
3465291|1|2|2|139.27751628|34652911|2||||||||||||||||||||||||2
3465291|1|3|3|139.27751628|34652911|2||||||||||||||||||||||||2
3465291|1|4|4|139.27751628|34652911|2||||||||||||||||||||||||2
3465291|1|6|6|139.27751628|34652911|2||||||||||||||||||||||||2
3465291|1|7|7|139.27751628|34652911|2||||||||||||||||||||||||2
3465291|1|8|8|139.27751628|34652911|2||||||||||||||||||||||||2
3465293|1|1|1|165.02046177|34652931|2||||||||||||||||||||||||2
3465293|1|2|2|165.02046177|34652931|2||||||||||||||||||||||||2
3465294|1|1|1|139.27751628|34652941|2||||||||||||||||||||||||2
3465294|1|2|2|139.27751628|34652941|2||||||||||||||||||||||||2
3465294|1|3|3|139.27751628|34652941|2||||||||||||||||||||||||2
3465294|1|4|4|139.27751628|34652941|2||||||||||||||||||||||||2
3465294|1|5|5|139.27751628|34652941|2||||||||||||||||||||||||2
3465294|1|6|6|139.27751628|34652941|2||||||||||||||||||||||||2
3465294|1|8|8|139.27751628|34652941|2||||||||||||||||||||||||2
3465294|1|9|9|139.27751628|34652941|2||||||||||||||||||||||||2
3465295|1|1|1|195.21159505|34652951|2||||||||||||||||||||||||2
3465295|1|2|2|195.21159505|34652951|2||||||||||||||||||||||||2
3465295|1|3|3|195.21159505|34652951|2||||||||||||||||||||||||2
3465295|1|4|4|195.21159505|34652951|2||||||||||||||||||||||||2
3465295|1|5|5|195.21159505|34652951|2||||||||||||||||||||||||2
3465295|1|7|7|195.21159505|34652951|2||||||||||||||||||||||||2
3465296|1|1|1|185.16166012|34652961|2||||||||||||||||||||||||1
3465296|1|2|2|185.16166012|34652961|2||||||||||||||||||||||||1
3465297|1|1|1|50.950660208|34652971|1|27|27495|3||2024-07-23|2024-08-08|2||1|16|2||2||2||2||2||2||1|
3465297|1|2|2|50.950660208|34652971|2||||||||||||||||||||||||2
3465297|1|3|3|50.950660208|34652971|2||||||||||||||||||||||||2
3465298|1|1|1|38.442500228|34652981|2||||||||||||||||||||||||1
3465298|1|2|2|38.442500228|34652981|2||||||||||||||||||||||||1
3465298|1|3|3|38.442500228|34652981|2||||||||||||||||||||||||1
3465299|1|1|1|115.43297599|34652991|2||||||||||||||||||||||||1
3465299|1|2|2|115.43297599|34652991|2||||||||||||||||||||||||2
3465299|1|3|3|115.43297599|34652991|2||||||||||||||||||||||||1
3465299|1|4|4|115.43297599|34652991|2||||||||||||||||||||||||2
3465299|1|5|5|115.43297599|34652991|2||||||||||||||||||||||||2
3465299|1|7|7|115.43297599|34652991|2||||||||||||||||||||||||2
3465299|1|8|8|115.43297599|34652991|2||||||||||||||||||||||||2
3465299|1|9|9|115.43297599|34652991|2||||||||||||||||||||||||2
3465300|1|1|1|38.442500228|34653001|1|27|27086|4||2024-08-03|2024-08-29|2||1|26|2||2||2||2||2||2||2|
3465300|1|2|2|38.442500228|34653001|2||||||||||||||||||||||||2
3465300|1|3|3|38.442500228|34653001|2||||||||||||||||||||||||2
3465300|1|4|4|38.442500228|34653001|2||||||||||||||||||||||||2
3465301|1|1|1|43.838069002|34653011|2||||||||||||||||||||||||2
3465302|1|1|1|40.879326764|34653021|2||||||||||||||||||||||||1
3465302|1|2|2|40.879326764|34653021|2||||||||||||||||||||||||4
3465303|1|1|1|102.97938751|34653031|2||||||||||||||||||||||||2
3465303|1|2|2|102.97938751|34653031|2||||||||||||||||||||||||2
3465303|1|3|3|102.97938751|34653031|2||||||||||||||||||||||||1
3465303|1|4|4|102.97938751|34653031|2||||||||||||||||||||||||1
3465304|1|1|1|38.442500228|34653041|2||||||||||||||||||||||||1
3465304|1|2|2|38.442500228|34653041|2||||||||||||||||||||||||1
3465304|1|3|3|38.442500228|34653041|2||||||||||||||||||||||||1
3465304|1|4|4|38.442500228|34653041|2||||||||||||||||||||||||1
3465305|1|1|1|132.10067933|34653051|2||||||||||||||||||||||||1
3465305|1|2|2|132.10067933|34653051|2||||||||||||||||||||||||1
3465306|1|1|1|83.590672437|34653061|2||||||||||||||||||||||||2
3465306|1|2|2|83.590672437|34653061|2||||||||||||||||||||||||1
3465306|1|3|3|83.590672437|34653061|2||||||||||||||||||||||||1
3465306|1|4|4|83.590672437|34653061|2||||||||||||||||||||||||1
3465306|1|5|5|83.590672437|34653061|2||||||||||||||||||||||||1
3465307|1|1|1|105.17195727|34653071|2||||||||||||||||||||||||1
3465308|1|1|1|65.132329957|34653081|2||||||||||||||||||||||||4
3465308|1|2|2|65.132329957|34653081|2||||||||||||||||||||||||2
3465309|1|1|1|52.42159122|34653091|2||||||||||||||||||||||||2
3465309|1|2|2|52.42159122|34653091|2||||||||||||||||||||||||2
3465309|1|3|3|52.42159122|34653091|2||||||||||||||||||||||||1
3465309|1|4|4|52.42159122|34653091|2||||||||||||||||||||||||1
3465309|1|5|5|52.42159122|34653091|2||||||||||||||||||||||||1
3465310|1|1|1|55.915411249|34653101|2||||||||||||||||||||||||2
3465310|1|2|2|55.915411249|34653101|2||||||||||||||||||||||||2
3465310|1|3|3|55.915411249|34653101|2||||||||||||||||||||||||2
3465310|1|4|4|55.915411249|34653101|2||||||||||||||||||||||||2
3465310|1|5|5|55.915411249|34653101|2||||||||||||||||||||||||2
3465311|1|1|1|52.42159122|34653111|2||||||||||||||||||||||||2
3465311|1|2|2|52.42159122|34653111|2||||||||||||||||||||||||2
3465312|1|1|1|52.42159122|34653121|2||||||||||||||||||||||||2
3465312|1|2|2|52.42159122|34653121|2||||||||||||||||||||||||4
3465312|1|3|3|52.42159122|34653121|2||||||||||||||||||||||||2
3465312|1|4|4|52.42159122|34653121|2||||||||||||||||||||||||4
3465312|1|5|5|52.42159122|34653121|2||||||||||||||||||||||||4
3465313|1|1|1|59.779185002|34653131|2||||||||||||||||||||||||2
3465314|1|1|1|95.955038565|34653141|2||||||||||||||||||||||||2
3465314|1|2|2|95.955038565|34653141|2||||||||||||||||||||||||2
3465314|1|3|3|95.955038565|34653141|2||||||||||||||||||||||||2
3465314|1|4|4|95.955038565|34653141|2||||||||||||||||||||||||2
3465315|1|1|1|86.567245104|34653151|2||||||||||||||||||||||||1
3465315|1|2|2|86.567245104|34653151|2||||||||||||||||||||||||1
3465315|1|3|3|86.567245104|34653151|2||||||||||||||||||||||||1
3465315|1|4|4|86.567245104|34653151|2||||||||||||||||||||||||2
3465316|1|1|1|140.09766268|34653161|2||||||||||||||||||||||||1
3465316|1|2|2|140.09766268|34653161|2||||||||||||||||||||||||2
3465316|1|3|3|140.09766268|34653161|2||||||||||||||||||||||||2
3465317|1|1|1|93.136365977|34653171|2||||||||||||||||||||||||1
3465317|1|2|2|93.136365977|34653171|2||||||||||||||||||||||||2
3465317|1|3|3|93.136365977|34653171|2||||||||||||||||||||||||1
3465318|1|1|1|180.13729|34653181|2||||||||||||||||||||||||2
3465318|1|2|2|180.13729|34653181|2||||||||||||||||||||||||2
3465319|1|1|1|169.48876953|34653191|2||||||||||||||||||||||||2
3465319|1|2|2|169.48876953|34653191|2||||||||||||||||||||||||2
3465319|1|3|3|169.48876953|34653191|2||||||||||||||||||||||||2
3465319|1|4|4|169.48876953|34653191|2||||||||||||||||||||||||2
3465319|1|5|5|169.48876953|34653191|2||||||||||||||||||||||||2
3465319|1|8|8|169.48876953|34653191|2||||||||||||||||||||||||2
3465320|1|1|1|52.42159122|34653201|2||||||||||||||||||||||||2
3465320|1|2|2|52.42159122|34653201|2||||||||||||||||||||||||2
3465321|1|1|1|93.136365977|34653211|2||||||||||||||||||||||||2
3465321|1|2|2|93.136365977|34653211|2||||||||||||||||||||||||2
3465321|1|3|3|93.136365977|34653211|2||||||||||||||||||||||||2
3465322|1|1|1|59.779185002|34653221|2||||||||||||||||||||||||2
3465323|1|1|1|64.803555124|34653231|2||||||||||||||||||||||||2
3465324|1|1|1|56.073311329|34653241|2||||||||||||||||||||||||2
3465324|1|2|2|56.073311329|34653241|2||||||||||||||||||||||||2
3465324|1|3|3|56.073311329|34653241|2||||||||||||||||||||||||2
3465325|1|1|1|161.77542408|34653251|2||||||||||||||||||||||||1
3465325|1|2|2|161.77542408|34653251|2||||||||||||||||||||||||1
3465325|1|3|3|161.77542408|34653251|2||||||||||||||||||||||||1
3465325|1|4|4|161.77542408|34653251|2||||||||||||||||||||||||1
3465325|1|5|5|161.77542408|34653251|2||||||||||||||||||||||||1
3465325|1|6|6|161.77542408|34653251|2||||||||||||||||||||||||1
3465326|1|1|1|133.34686805|34653261|2||||||||||||||||||||||||2
3465326|1|2|2|133.34686805|34653261|2||||||||||||||||||||||||1
3465326|1|3|3|133.34686805|34653261|2||||||||||||||||||||||||1
