Directorio|Secuencia_p|Secuencia_encuesta|Orden|Fex_c|llave_hogar|P6160|P6170|P6175|P6210|P6210S1|P6220
3416850|1|2|2|432.56323412|34168501|1|2||6|02|3
3416850|1|3|3|432.56323412|34168501|1|1|1|3|03|
3416851|1|1|1|334.16677568|34168511|1|2||3|01|
3416851|1|2|2|334.16677568|34168511|1|2||3|01|
3416851|1|3|3|334.16677568|34168511|1|2||5|11|2
3416852|1|1|1|286.41526926|34168521|1|2||6|03|3
3416852|1|2|2|286.41526926|34168521|1|2||5|11|2
3416852|1|3|3|286.41526926|34168521|1|1|1|3|02|
3416852|1|4|4|286.41526926|34168521|1|2||6|03|3
3416853|1|1|1|289.67361634|34168531|1|2||5|11|2
3416853|1|2|2|289.67361634|34168531|1|2||5|11|2
3416855|1|1|1|218.77894538|34168551|1|2||5|11|2
3416855|1|2|2|218.77894538|34168551|1|2||5|11|2
3416855|1|3|3|218.77894538|34168551|1|1|1|5|10|1
3416855|1|4|4|218.77894538|34168551|1|1|1|6|03|3
3416856|1|1|1|435.82158121|34168561|1|2||5|11|2
3416857|1|1|1|280.86581389|34168571|1|2||5|11|2
3416857|1|2|2|280.86581389|34168571|1|2||5|11|2
3416857|1|3|3|280.86581389|34168571|1|1|1|3|05|
3416858|1|1|1|422.58009274|34168581|1|2||3|05|
3416858|1|2|2|422.58009274|34168581|1|2||3|05|
3416858|1|3|3|422.58009274|34168581|1|1|1|4|06|
3416858|1|4|4|422.58009274|34168581|1|1|1|4|07|
3416859|1|1|1|517.79966942|34168591|1|2||6|05|4
3416859|1|2|2|517.79966942|34168591|1|1|1|3|02|
3416859|1|3|3|517.79966942|34168591|2|1|1|2|00|
3416860|1|1|1|338.50703722|34168601|1|2||5|11|2
3416860|1|2|2|338.50703722|34168601|1|2||5|11|2
3416860|1|3|3|338.50703722|34168601|1|1|1|3|04|
3416860|1|4|4|338.50703722|34168601|1|1|1|3|02|
3416861|1|1|1|232.02043385|34168611|1|2||5|11|2
3416862|1|1|1|484.57402422|34168621|1|2||5|11|2
3416862|1|2|2|484.57402422|34168621|1|2||5|11|2
3416863|1|1|1|325.35897323|34168631|2|2||1|00|
3416863|1|2|2|325.35897323|34168631|1|2||4|08|
3416863|1|3|3|325.35897323|34168631|1|2||5|11|2
3416863|1|4|4|325.35897323|34168631|2|2||1|00|
3416864|1|1|1|420.40414756|34168641|1|2||4|06|
3416864|1|2|2|420.40414756|34168641|1|2||4|06|
3416864|1|3|3|420.40414756|34168641|1|2||5|11|2
3416864|1|4|4|420.40414756|34168641|1|1|1|3|01|
3416864|1|5|5|420.40414756|34168641|2|2||1|00|
3416865|1|1|1|662.85967548|34168651|1|2||5|11|2
3416865|1|2|2|662.85967548|34168651|1|2||5|11|2
3416865|1|3|3|662.85967548|34168651|2|2||1|00|
3416865|1|5|5|662.85967548|34168651|1|2||5|11|2
3416866|1|1|1|227.67461541|34168661|1|2||3|05|
3416866|1|2|2|227.67461541|34168661|1|2||3|05|
3416867|1|1|1|302.92150707|34168671|1|2||4|06|
3416868|1|1|1|347.32124193|34168681|1|2||5|11|2
3416868|1|2|2|347.32124193|34168681|1|2||5|11|2
3416868|1|3|3|347.32124193|34168681|1|1|1|4|09|
3416868|1|4|4|347.32124193|34168681|1|1|2|3|01|
3416868|1|5|5|347.32124193|34168681|1|2||3|05|
3416869|1|1|1|435.82158121|34168691|1|2||5|11|2
3416870|1|1|1|488.93264718|34168701|1|2||4|06|
3416870|1|2|2|488.93264718|34168701|1|2||4|09|
3416870|1|3|3|488.93264718|34168701|1|1|1|5|10|1
3416870|1|4|4|488.93264718|34168701|1|1|1|4|09|
3416870|1|5|5|488.93264718|34168701|1|1|1|4|06|
3416871|1|1|1|429.30488704|34168711|1|2||6|02|3
3416871|1|2|2|429.30488704|34168711|1|2||6|05|4
3416871|1|3|3|429.30488704|34168711|1|1|2|2|01|
3416871|1|4|4|429.30488704|34168711|1|2||6|02|3
3416871|1|5|5|429.30488704|34168711|1|2||2|01|
3416872|1|1|1|289.67361634|34168721|1|2||5|11|2
3416872|1|2|2|289.67361634|34168721|1|2||5|11|2
3416873|1|1|1|302.92150707|34168731|1|2||4|06|
3416874|1|1|1|351.76048484|34168741|1|2||5|10|1
3416875|1|1|1|302.92150707|34168751|1|2||5|11|2
3416877|1|1|1|232.02043385|34168771|1|2||5|11|2
3416879|1|1|1|232.02043385|34168791|1|2||6|03|3
3416880|1|1|1|444.71676379|34168801|1|2||5|11|2
3416880|1|2|2|444.71676379|34168801|1|2||5|11|2
3416880|1|3|3|444.71676379|34168801|1|1|1|3|01|
3416881|1|1|1|586.31620988|34168811|1|2||4|07|
3416881|1|2|2|586.31620988|34168811|1|2||5|11|2
3416882|1|1|1|387.27143939|34168821|1|2||4|07|
3416882|1|2|2|387.27143939|34168821|1|1|1|6|04|3
3416882|1|3|3|387.27143939|34168821|1|2||5|11|2
3416882|1|4|4|387.27143939|34168821|1|1|1|5|11|2
3416882|1|5|5|387.27143939|34168821|1|1|1|4|08|
3416883|1|1|1|498.96553832|34168831|1|1|1|6|05|4
3416883|1|2|2|498.96553832|34168831|1|2||6|05|5
3416883|1|3|3|498.96553832|34168831|1|1|1|4|09|
3416883|1|4|4|498.96553832|34168831|1|1|1|3|02|
3416884|1|1|1|238.25191632|34168841|1|2||3|03|
3416884|1|2|2|238.25191632|34168841|1|2||6|04|3
3416884|1|3|3|238.25191632|34168841|1|2||6|03|3
3416886|1|1|1|415.3507673|34168861|1|2||5|11|2
3416886|1|2|2|415.3507673|34168861|1|2||6|05|4
3416886|1|3|3|415.3507673|34168861|1|1|1|3|02|
3416887|1|1|1|321.85957371|34168871|1|2||6|08|5
3416887|1|2|2|321.85957371|34168871|1|2||6|07|5
3416888|1|1|1|430.19833597|34168881|1|2||6|08|5
3416888|1|2|2|430.19833597|34168881|1|2||6|10|5
3416888|1|3|3|430.19833597|34168881|1|1|1|6|05|4
3416888|1|4|4|430.19833597|34168881|1|1|1|5|11|2
3416890|1|1|1|449.85727868|34168901|1|2||5|11|2
3416890|1|2|2|449.85727868|34168901|1|2||5|11|2
3416890|1|3|3|449.85727868|34168901|1|2||5|11|2
3416890|1|4|4|449.85727868|34168901|1|1|1|6|01|2
3416890|1|5|5|449.85727868|34168901|1|1|1|5|10|1
3416892|1|1|1|489.08911574|34168921|1|2||6|07|5
3416892|1|2|2|489.08911574|34168921|1|2||6|03|3
3416892|1|3|3|489.08911574|34168921|1|1|1|6|04|2
3416892|1|4|4|489.08911574|34168921|1|1|1|5|10|1
3416893|1|1|1|430.19833597|34168931|1|2||5|11|2
3416893|1|2|2|430.19833597|34168931|1|2||6|05|4
3416893|1|3|3|430.19833597|34168931|1|1|1|6|04|2
3416893|1|4|4|430.19833597|34168931|1|1|1|6|00|2
3416894|1|1|1|366.13924431|34168941|1|2||5|11|2
3416894|1|2|2|366.13924431|34168941|1|1|1|6|03|2
3416894|1|3|3|366.13924431|34168941|1|1|1|4|09|
3416895|1|1|1|221.22026696|34168951|1|2||3|05|
3416895|1|2|2|221.22026696|34168951|2|2||1|00|
3416896|1|1|1|350.29263108|34168961|1|2||3|03|
3416896|1|2|2|350.29263108|34168961|1|2||3|03|
3416897|1|1|1|242.79977181|34168971|1|2||3|03|
3416898|1|1|1|256.22329129|34168981|1|2||4|08|
3416898|1|2|2|256.22329129|34168981|1|2||6|02|3
3416898|1|3|3|256.22329129|34168981|1|2||5|11|2
3416899|1|1|1|217.40519197|34168991|1|2||5|11|2
3416899|1|2|2|217.40519197|34168991|1|2||5|11|2
3416899|1|3|3|217.40519197|34168991|1|1|1|4|07|
3416899|1|4|4|217.40519197|34168991|2|2||1|00|
3416900|1|1|1|319.47217618|34169001|2|2||1|00|
3416901|1|1|1|260.63363543|34169011|1|2||4|00|
3416901|1|2|2|260.63363543|34169011|1|1|1|4|06|
3416901|1|3|3|260.63363543|34169011|1|1|1|3|01|
3416901|1|4|4|260.63363543|34169011|2|1|1|2|00|
3416902|1|1|1|245.57912987|34169021|1|2||5|11|2
3416903|1|1|1|366.37665121|34169031|1|2||4|07|
3416903|1|2|2|366.37665121|34169031|1|2||5|11|2
3416903|1|3|3|366.37665121|34169031|1|1|1|4|08|
3416903|1|4|4|366.37665121|34169031|1|1|1|4|08|
3416903|1|5|5|366.37665121|34169031|1|2||6|02|3
3416904|1|1|1|449.36099789|34169041|1|2||3|01|
3416904|1|2|2|449.36099789|34169041|1|2||3|02|
3416904|1|3|3|449.36099789|34169041|1|2||3|02|
3416904|1|4|4|449.36099789|34169041|1|2||3|05|
3416905|1|1|1|265.19573426|34169051|1|2||3|01|
3416905|1|2|2|265.19573426|34169051|1|2||3|05|
3416905|1|3|3|265.19573426|34169051|1|2||4|09|
3416906|1|1|1|321.15631349|34169061|1|1|2|6|03|3
3416906|1|2|2|321.15631349|34169061|1|1|1|4|07|
3416906|1|3|3|321.15631349|34169061|1|1|1|3|03|
3416907|1|1|1|443.10958356|34169071|1|2||3|05|
3416908|1|1|1|504.42924219|34169081|1|2||3|02|
3416908|1|2|2|504.42924219|34169081|1|2||4|07|
3416909|1|1|1|470.58405621|34169091|1|2||3|05|
3416909|1|2|2|470.58405621|34169091|1|2||3|04|
3416909|1|3|3|470.58405621|34169091|2|2||1|00|
3416910|1|1|1|654.17552785|34169101|1|2||4|09|
3416910|1|2|2|654.17552785|34169101|1|2||4|08|
3416910|1|3|3|654.17552785|34169101|1|2||4|07|
3416911|1|1|1|595.63364473|34169111|1|2||5|10|1
3416912|1|1|1|454.90198894|34169121|1|2||3|03|
3416912|1|2|2|454.90198894|34169121|1|2||4|06|
3416912|1|3|3|454.90198894|34169121|2|2||1|00|
3416913|1|1|1|546.10639148|34169131|1|2||4|06|
3416913|1|2|2|546.10639148|34169131|1|2||3|01|
3416914|1|1|1|433.58621094|34169141|1|2||3|04|
3416914|1|2|2|433.58621094|34169141|1|2||3|05|
3416914|1|3|3|433.58621094|34169141|1|1|1|3|00|
3416915|1|1|1|321.50772877|34169151|1|2||5|11|2
3416915|1|2|2|321.50772877|34169151|1|2||5|11|2
3416915|1|3|3|321.50772877|34169151|1|1|1|3|04|
3416915|1|4|4|321.50772877|34169151|1|1|1|3|02|
3416915|1|5|5|321.50772877|34169151|1|1|1|3|01|
3416915|1|6|6|321.50772877|34169151|1|2||5|11|2
3416915|1|7|7|321.50772877|34169151|1|2||5|11|2
3416916|1|1|1|448.18191201|34169161|1|2||3|03|
3416917|1|1|1|318.60802989|34169171|1|2||6|05|4
3416917|1|2|2|318.60802989|34169171|1|2||6|05|4
3416917|1|3|3|318.60802989|34169171|1|1|1|6|02|2
3416918|1|1|1|296.81386994|34169181|1|2||5|11|2
3416918|1|2|2|296.81386994|34169181|1|2||6|02|3
3416918|1|3|3|296.81386994|34169181|1|1|1|4|06|
3416918|1|4|4|296.81386994|34169181|1|1|2|3|04|
3416919|1|2|2|302.45770174|34169191|1|2||5|11|2
3416919|1|3|3|302.45770174|34169191|1|1|1|6|02|2
3416919|1|4|4|302.45770174|34169191|1|1|1|3|03|
3416919|1|1|1|302.45770174|34169191|1|2||3|05|
3416920|1|1|1|474.7943422|34169201|1|2||1|00|
3416920|1|2|2|474.7943422|34169201|1|2||3|04|
3416920|1|3|3|474.7943422|34169201|1|2||3|01|
3416921|1|1|1|328.22450691|34169211|1|2||5|11|2
3416921|1|2|2|328.22450691|34169211|1|2||3|05|
3416922|1|1|1|409.5767042|34169221|1|2||3|03|
3416922|1|2|2|409.5767042|34169221|1|2||5|11|2
3416923|1|1|1|574.23046011|34169231|1|2||3|03|
3416923|1|2|2|574.23046011|34169231|1|2||6|05|4
3416923|1|3|3|574.23046011|34169231|1|2||3|05|
3416923|1|4|4|574.23046011|34169231|1|1|1|3|00|
3416923|1|5|5|574.23046011|34169231|1|1|1|3|00|
3416924|1|1|1|436.43869549|34169241|1|2||3|02|
3416924|1|2|2|436.43869549|34169241|1|2||3|05|
3416924|1|3|3|436.43869549|34169241|1|2||5|11|2
3416924|1|4|4|436.43869549|34169241|1|2||5|11|2
3416924|1|5|5|436.43869549|34169241|1|2||5|11|2
3416924|1|6|6|436.43869549|34169241|1|1|1|6|00|2
3416925|1|1|1|490.61840625|34169251|1|2||4|08|
3416925|1|2|2|490.61840625|34169251|1|1|1|4|06|
3416925|1|3|3|490.61840625|34169251|1|1|1|4|00|
3416925|1|4|4|490.61840625|34169251|1|1|1|6|01|2
3416926|1|1|1|409.5767042|34169261|1|2||4|08|
3416926|1|2|2|409.5767042|34169261|1|2||4|09|
3416927|1|1|1|599.01033034|34169271|1|2||5|11|2
3416928|1|1|1|497.24200174|34169281|2|2||1|00|
3416928|1|2|2|497.24200174|34169281|1|2||4|08|
3416928|1|3|3|497.24200174|34169281|1|2||4|06|
3416929|1|1|1|563.92208938|34169291|1|2||5|11|2
3416930|1|1|1|407.63473495|34169301|1|2||6|05|4
3416930|1|2|2|407.63473495|34169301|1|2||6|02|3
3416930|1|3|3|407.63473495|34169301|1|1|1|3|05|
3416930|1|4|4|407.63473495|34169301|1|1|1|3|01|
3416931|1|1|1|566.27950678|34169311|1|2||3|05|
3416931|1|2|2|566.27950678|34169311|1|1|1|4|00|
3416932|1|1|1|363.90383626|34169321|1|2||5|11|2
3416932|1|2|2|363.90383626|34169321|1|2||6|10|4
3416932|1|3|3|363.90383626|34169321|1|2||6|05|4
3416933|1|1|1|595.96066464|34169331|1|2||6|02|3
3416933|1|2|2|595.96066464|34169331|1|2||6|05|4
3416933|1|3|3|595.96066464|34169331|1|1|2|3|04|
3416933|1|4|4|595.96066464|34169331|1|1|1|3|01|
3416936|1|1|1|263.77005348|34169361|1|2||3|04|
3416936|1|2|2|263.77005348|34169361|1|2||5|11|2
3416936|1|3|3|263.77005348|34169361|1|2||5|11|2
3416936|1|4|4|263.77005348|34169361|1|1|1|4|09|
3416937|1|1|1|313.33505631|34169371|1|2||3|05|
3416937|1|2|2|313.33505631|34169371|1|2||5|11|2
3416937|1|3|3|313.33505631|34169371|1|2||5|11|2
3416938|1|1|1|186.84675274|34169381|1|2||5|11|2
3416938|1|2|2|186.84675274|34169381|1|2||5|11|2
3416938|1|3|3|186.84675274|34169381|1|1|2|6|03|2
3416939|1|1|1|364.77529493|34169391|1|2||3|01|
3416939|1|2|2|364.77529493|34169391|1|2||5|11|2
3416939|1|3|3|364.77529493|34169391|1|2||5|11|2
3416939|1|4|4|364.77529493|34169391|1|2||5|11|2
3416940|1|1|1|262.66922593|34169401|1|2||5|11|2
3416941|1|1|1|219.5521084|34169411|1|2||3|05|
3416942|1|1|1|226.31013727|34169421|1|2||6|02|3
3416942|1|2|2|226.31013727|34169421|1|1|1|6|00|2
3416943|1|1|1|241.74906247|34169431|1|2||6|08|4
3416943|1|2|2|241.74906247|34169431|1|1|1|6|04|2
3416944|1|1|1|213.86030386|34169441|1|2||4|09|
3416944|1|2|2|213.86030386|34169441|1|2||3|04|
3416944|1|3|3|213.86030386|34169441|1|2||5|11|2
3416944|1|4|4|213.86030386|34169441|1|2||5|11|2
3416944|1|5|5|213.86030386|34169441|1|1|1|4|00|
3416944|1|6|6|213.86030386|34169441|1|2||5|11|2
3416944|1|7|7|213.86030386|34169441|1|2||5|11|2
3416945|1|1|1|322.55431007|34169451|1|2||4|08|
3416945|1|2|2|322.55431007|34169451|1|1|2|6|03|2
3416946|1|1|1|250.69714865|34169461|1|1|2|6|03|2
3416947|1|1|1|281.28619282|34169471|1|1|1|6|00|2
3416948|1|1|1|241.82735825|34169481|1|2||6|07|5
3416948|1|2|2|241.82735825|34169481|1|1|1|6|04|4
3416949|1|1|1|106.41923563|34169491|1|2||3|03|
3416949|1|2|2|106.41923563|34169491|1|2||3|05|
3416949|1|3|3|106.41923563|34169491|1|2||6|07|5
3416949|1|4|4|106.41923563|34169491|1|2||6|07|5
3416950|1|1|1|156.2045066|34169501|1|2||6|05|4
3416950|1|2|2|156.2045066|34169501|1|2||6|05|4
3416951|1|1|1|212.10373042|34169511|1|2||6|15|5
3416951|1|2|2|212.10373042|34169511|1|2||6|05|4
3416951|1|3|3|212.10373042|34169511|1|2||6|05|2
3416952|1|1|1|156.2045066|34169521|1|2||6|11|5
3416952|1|2|2|156.2045066|34169521|1|2||6|07|5
3416954|1|1|1|156.2045066|34169541|1|2||6|09|4
3416954|1|2|2|156.2045066|34169541|1|2||6|05|4
3416955|1|1|1|354.20912966|34169551|1|2||6|09|5
3416955|1|2|2|354.20912966|34169551|1|1|2|3|00|
3416955|1|3|3|354.20912966|34169551|1|2||6|07|5
3416956|1|1|1|498.22681474|34169561|1|2||5|11|2
3416956|1|2|2|498.22681474|34169561|1|2||5|11|2
3416956|1|3|3|498.22681474|34169561|2|1|1|2|00|
3416956|1|4|4|498.22681474|34169561|1|2||5|11|2
3416957|1|1|1|315.20307112|34169571|1|2||3|02|
3416958|1|1|1|315.20307112|34169581|1|2||6|02|3
3416959|1|1|1|290.48669517|34169591|1|2||3|05|
3416959|1|2|2|290.48669517|34169591|1|2||4|07|
3416959|1|3|3|290.48669517|34169591|1|2||3|05|
3416959|1|4|4|290.48669517|34169591|1|2||5|11|2
3416959|1|5|5|290.48669517|34169591|1|2||5|11|2
3416960|1|1|1|361.01703859|34169601|1|2||5|11|2
3416960|1|2|2|361.01703859|34169601|1|2||5|11|2
3416960|1|3|3|361.01703859|34169601|1|1|1|4|00|
3416961|1|1|1|368.70799257|34169611|1|2||5|11|2
3416961|1|2|2|368.70799257|34169611|1|2||5|11|2
3416961|1|3|3|368.70799257|34169611|1|2||6|02|3
3416962|1|1|1|226.1378411|34169621|1|2||3|02|
3416962|1|2|2|226.1378411|34169621|1|2||3|02|
3416962|1|3|3|226.1378411|34169621|1|2||3|05|
3416962|1|4|4|226.1378411|34169621|1|2||3|05|
3416962|1|5|5|226.1378411|34169621|1|2||5|11|2
3416963|1|2|2|187.66578664|34169631|1|1|1|4|08|
3416963|1|3|3|187.66578664|34169631|1|2||6|02|3
3416963|1|1|1|187.66578664|34169631|1|2||6|02|3
3416964|1|1|1|324.50690108|34169641|1|2||4|09|
3416964|1|2|2|324.50690108|34169641|1|2||6|05|4
3416964|1|3|3|324.50690108|34169641|1|2||6|03|3
3416964|1|4|4|324.50690108|34169641|1|1|1|3|00|
3416964|1|5|5|324.50690108|34169641|1|1|2|6|00|2
3416965|1|1|1|625.88332997|34169651|1|2||6|05|4
3416965|1|2|2|625.88332997|34169651|1|2||6|02|3
3416965|1|3|3|625.88332997|34169651|1|1|1|4|08|
3416966|1|1|1|855.04872605|34169661|1|2||6|09|5
3416966|1|2|2|855.04872605|34169661|1|1|1|6|04|2
3416966|1|3|3|855.04872605|34169661|1|1|1|6|02|2
3416967|1|1|1|915.24927616|34169671|1|1|2|6|06|5
3416968|1|1|1|1264.926478|34169681|1|1|2|6|04|2
3416968|1|2|2|1264.926478|34169681|1|1|2|6|01|2
3416969|1|1|1|904.28728821|34169691|1|2||6|05|4
3416970|1|1|1|915.24927616|34169701|1|2||5|11|2
3416971|1|1|1|915.24927616|34169711|1|2||6|07|5
3416972|1|1|1|888.14816598|34169721|1|2||6|05|4
3416972|1|2|2|888.14816598|34169721|1|2||6|02|3
3416973|1|1|1|864.92392375|34169731|1|2||3|05|
3416973|1|2|2|864.92392375|34169731|1|2||5|11|2
3416973|1|3|3|864.92392375|34169731|1|1|1|4|07|
3416974|1|1|1|559.3190021|34169741|1|2||5|11|2
3416975|1|1|1|543.1893242|34169751|1|2||6|05|4
3416975|1|2|2|543.1893242|34169751|1|2||6|03|3
3416976|1|1|1|337.01166146|34169761|1|2||3|01|
3416976|1|2|2|337.01166146|34169761|1|2||1|00|
3416976|1|3|3|337.01166146|34169761|1|2||5|11|2
3416976|1|4|4|337.01166146|34169761|1|2||5|11|2
3416976|1|5|5|337.01166146|34169761|1|2||5|11|2
3416976|1|6|6|337.01166146|34169761|1|1|1|4|07|
3416977|1|1|1|248.45348604|34169771|1|2||4|08|
3416978|1|1|1|248.45348604|34169781|1|2||5|11|2
3416979|1|1|1|313.09767981|34169791|1|2||4|09|
3416979|1|2|2|313.09767981|34169791|1|2||5|11|2
3416980|1|1|1|341.22858927|34169801|1|2||6|05|4
3416981|1|1|1|246.94896427|34169811|1|2||6|09|5
3416981|1|2|2|246.94896427|34169811|1|2||6|05|4
3416981|1|3|3|246.94896427|34169811|1|2||6|05|4
3416982|1|1|1|264.54372836|34169821|1|2||3|05|
3416982|1|2|2|264.54372836|34169821|1|2||3|05|
3416982|1|3|3|264.54372836|34169821|1|2||6|05|4
3416982|1|4|4|264.54372836|34169821|1|2||6|07|5
3416983|1|1|1|455.8818373|34169831|1|2||5|11|2
3416983|1|2|2|455.8818373|34169831|1|2||5|11|2
3416984|1|1|1|894.74297223|34169841|1|2||5|11|2
3416984|1|2|2|894.74297223|34169841|1|2||5|11|2
3416984|1|3|3|894.74297223|34169841|1|1|1|3|02|
3416985|1|1|1|508.65525|34169851|1|2||4|09|
3416986|1|1|1|455.8818373|34169861|1|2||5|11|2
3416986|1|2|2|455.8818373|34169861|1|2||5|11|2
3416987|1|1|1|619.28684385|34169871|1|2||3|02|
3416987|1|2|2|619.28684385|34169871|1|2||5|11|2
3416987|1|3|3|619.28684385|34169871|1|1|1|4|08|
3416988|1|1|1|458.71815753|34169881|1|2||4|06|
3416988|1|2|2|458.71815753|34169881|1|2||3|05|
3416988|1|3|3|458.71815753|34169881|1|2||5|11|2
3416988|1|4|4|458.71815753|34169881|1|1|1|4|07|
3416989|1|1|1|473.85876283|34169891|1|2||5|11|2
3416989|1|2|2|473.85876283|34169891|1|2||5|11|2
3416989|1|3|3|473.85876283|34169891|2|2||1|00|
3416990|1|2|2|661.31454089|34169901|1|2||4|07|
3416990|1|1|1|661.31454089|34169901|1|2||5|11|2
3416991|1|1|1|508.65525|34169911|1|2||5|11|2
3416992|1|1|1|608.54112819|34169921|1|2||6|05|4
3416992|1|2|2|608.54112819|34169921|1|2||6|05|4
3416992|1|3|3|608.54112819|34169921|1|1|2|5|10|1
3416993|1|1|1|463.88132593|34169931|1|2||6|05|4
3416994|1|1|1|463.88132593|34169941|1|2||3|05|
3416995|1|1|1|358.83227934|34169951|1|2||6|05|4
3416995|1|2|2|358.83227934|34169951|1|2||6|05|4
3416996|1|1|1|390.67570651|34169961|1|2||6|05|4
3416996|1|2|2|390.67570651|34169961|1|2||6|05|4
3416996|1|3|3|390.67570651|34169961|1|2||6|05|4
3416997|1|1|1|508.65525|34169971|1|2||5|11|2
3416998|1|1|1|476.31404403|34169981|1|2||6|03|3
3416999|1|1|1|358.83227934|34169991|1|2||6|09|5
3416999|1|2|2|358.83227934|34169991|1|2||6|07|5
3417000|1|1|1|266.21595084|34170001|1|2||5|11|2
3417000|1|2|2|266.21595084|34170001|1|2||3|05|
3417000|1|3|3|266.21595084|34170001|1|2||6|06|4
3417001|1|1|1|338.40007261|34170011|1|2||6|03|3
3417001|1|2|2|338.40007261|34170011|1|2||5|11|2
3417001|1|3|3|338.40007261|34170011|1|2||1|00|
3417002|1|1|1|358.83227934|34170021|1|2||6|07|5
3417002|1|2|2|358.83227934|34170021|1|2||6|08|5
3417003|1|1|1|859.94648506|34170031|1|2||5|11|2
3417003|1|2|2|859.94648506|34170031|1|2||6|03|3
3417003|1|3|3|859.94648506|34170031|1|1|1|4|09|
3417003|1|4|4|859.94648506|34170031|2|1|1|2|01|
3417004|1|2|2|371.26499744|34170041|1|2||5|11|2
3417004|1|1|1|371.26499744|34170041|1|2||3|04|
3417005|1|1|1|403.60620341|34170051|1|2||5|11|2
3417005|1|2|2|403.60620341|34170051|1|2||5|11|2
3417006|1|1|1|578.94614925|34170061|1|1|2|6|07|3
3417006|1|2|2|578.94614925|34170061|1|2||6|07|5
3417006|1|3|3|578.94614925|34170061|1|2||6|02|3
3417006|1|4|4|578.94614925|34170061|1|1|2|6|04|2
3417007|1|1|1|424.03841013|34170071|1|2||6|04|3
3417008|1|1|1|476.31404403|34170081|1|2||6|08|5
3417009|1|1|1|684.49297465|34170091|1|2||6|05|4
3417009|1|2|2|684.49297465|34170091|1|1|2|3|04|
3417010|1|1|1|508.65525|34170101|1|2||6|05|4
3417011|1|1|1|424.03841013|34170111|1|2||4|07|
3417012|1|1|1|633.79062891|34170121|1|2||6|05|4
3417012|1|2|2|633.79062891|34170121|1|2||6|05|4
3417012|1|3|3|633.79062891|34170121|1|1|2|3|02|
3417013|1|1|1|627.15066304|34170131|1|2||5|11|2
3417013|1|2|2|627.15066304|34170131|1|2||5|11|2
3417013|1|3|3|627.15066304|34170131|1|1|1|6|04|2
3417014|1|1|1|828.64645877|34170141|1|2||5|11|2
3417015|1|1|1|297.33245332|34170151|1|2||3|04|
3417015|1|2|2|297.33245332|34170151|1|2||5|11|2
3417015|1|3|3|297.33245332|34170151|1|2||5|11|2
3417015|1|4|4|297.33245332|34170151|1|2||6|05|4
3417016|1|1|1|473.27653913|34170161|1|2||6|05|4
3417016|2|1|1|473.27653913|34170162|1|2||5|11|2
3417016|2|2|2|473.27653913|34170162|1|2||5|11|2
3417016|2|3|3|473.27653913|34170162|1|1|1|3|00|
3417017|1|1|1|351.39289937|34170171|1|2||3|05|
3417017|1|2|2|351.39289937|34170171|1|2||3|03|
3417017|1|3|3|351.39289937|34170171|1|2||3|02|
3417018|1|1|1|1048.2876458|34170181|1|2||5|11|2
3417018|1|2|2|1048.2876458|34170181|1|2||5|11|2
3417018|1|3|3|1048.2876458|34170181|1|2||4|09|
3417018|1|4|4|1048.2876458|34170181|1|2||5|11|2
3417018|1|5|5|1048.2876458|34170181|1|1|1|3|03|
3417019|1|1|1|476.59561452|34170191|1|2||4|06|
3417020|1|1|1|512.38585751|34170201|1|2||6|07|5
3417020|1|2|2|512.38585751|34170201|1|2||6|06|5
3417021|1|1|1|841.52058527|34170211|1|2||5|11|2
3417021|1|2|2|841.52058527|34170211|1|2||5|11|2
3417021|1|3|3|841.52058527|34170211|1|2||5|11|2
3417022|1|1|1|726.30411881|34170221|1|2||6|10|5
3417022|1|2|2|726.30411881|34170221|1|2||6|10|5
3417022|1|3|3|726.30411881|34170221|1|2||6|05|4
3417023|1|1|1|562.38103748|34170231|1|2||5|11|2
3417023|1|2|2|562.38103748|34170231|1|2||6|05|4
3417024|1|1|1|737.12165871|34170241|1|2||6|03|3
3417024|1|2|2|737.12165871|34170241|1|2||5|11|2
3417025|1|1|1|568.94253401|34170251|1|2||6|05|4
3417026|1|1|1|577.22495013|34170261|1|2||5|11|2
3417026|1|2|2|577.22495013|34170261|1|2||6|10|5
3417027|1|1|1|577.22495013|34170271|1|2||5|11|2
3417027|1|2|2|577.22495013|34170271|1|2||6|03|3
3417028|1|1|1|689.46831639|34170281|1|2||6|02|3
3417028|1|2|2|689.46831639|34170281|1|2||6|05|4
3417029|1|1|1|577.22495013|34170291|1|2||6|07|5
3417029|1|2|2|577.22495013|34170291|1|2||6|05|4
3417030|1|1|1|577.45142099|34170301|1|2||6|07|5
3417030|1|2|2|577.45142099|34170301|1|2||6|05|4
3417030|1|3|3|577.45142099|34170301|1|2||6|05|4
3417030|1|4|4|577.45142099|34170301|1|2||6|05|4
3417030|1|5|5|577.45142099|34170301|1|1|2|4|00|
3417030|1|6|6|577.45142099|34170301|1|2||5|11|2
3417031|1|1|1|545.59390136|34170311|1|2||6|07|5
3417031|1|2|2|545.59390136|34170311|1|1|1|6|00|2
3417031|1|3|3|545.59390136|34170311|1|1|2|4|08|
3417032|1|1|1|568.94253401|34170321|1|2||5|11|2
3417033|1|1|1|629.3797042|34170331|1|2||5|11|2
3417034|1|1|1|560.61808532|34170341|1|2||6|02|2
3417035|1|1|1|730.42859872|34170351|1|2||6|03|3
3417035|1|2|2|730.42859872|34170351|1|1|1|6|05|2
